100 200 0 102 202 3 0 0 0 0
100 200 0 102 202 3 0 0 0 1
100 200 0 102 202 3 0 0 1 0
100 200 0 102 202 3 0 0 1 1
100 200 0 102 202 3 0 0 2 0
100 200 0 102 202 3 0 0 2 1
100 200 0 102 202 3 0 1 0 0
100 200 0 102 202 3 0 1 0 1
100 200 0 102 202 3 0 1 1 0
100 200 0 102 202 3 0 1 1 1
100 200 0 102 202 3 0 1 2 0
100 200 0 102 202 3 0 1 2 1
100 200 0 102 202 3 0 3 0 0
100 200 0 102 202 3 0 3 0 1
100 200 0 102 202 3 0 3 1 0
100 200 0 102 202 3 0 3 1 1
100 200 0 102 202 3 0 3 2 0
100 200 0 102 202 3 0 3 2 1
100 200 0 102 202 3 1 0 0 0
100 200 0 102 202 3 1 0 0 1
100 200 0 102 202 3 1 0 1 0
100 200 0 102 202 3 1 0 1 1
100 200 0 102 202 3 1 0 2 0
100 200 0 102 202 3 1 0 2 1
100 200 0 102 202 3 1 1 0 0
100 200 0 102 202 3 1 1 0 1
100 200 0 102 202 3 1 1 1 0
100 200 0 102 202 3 1 1 1 1
100 200 0 102 202 3 1 1 2 0
100 200 0 102 202 3 1 1 2 1
100 200 0 102 202 3 1 3 0 0
100 200 0 102 202 3 1 3 0 1
100 200 0 102 202 3 1 3 1 0
100 200 0 102 202 3 1 3 1 1
100 200 0 102 202 3 1 3 2 0
100 200 0 102 202 3 1 3 2 1
100 200 0 102 202 3 4 0 0 0
100 200 0 102 202 3 4 0 0 1
100 200 0 102 202 3 4 0 1 0
100 200 0 102 202 3 4 0 1 1
100 200 0 102 202 3 4 0 2 0
100 200 0 102 202 3 4 0 2 1
100 200 0 102 202 3 4 1 0 0
100 200 0 102 202 3 4 1 0 1
100 200 0 102 202 3 4 1 1 0
100 200 0 102 202 3 4 1 1 1
100 200 0 102 202 3 4 1 2 0
100 200 0 102 202 3 4 1 2 1
100 200 0 102 202 3 4 3 0 0
100 200 0 102 202 3 4 3 0 1
100 200 0 102 202 3 4 3 1 0
100 200 0 102 202 3 4 3 1 1
100 200 0 102 202 3 4 3 2 0
100 200 0 102 202 3 4 3 2 1
100 200 0 102 202 3 8 0 0 0
100 200 0 102 202 3 8 0 0 1
100 200 0 102 202 3 8 0 1 0
100 200 0 102 202 3 8 0 1 1
100 200 0 102 202 3 8 0 2 0
100 200 0 102 202 3 8 0 2 1
100 200 0 102 202 3 8 1 0 0
100 200 0 102 202 3 8 1 0 1
100 200 0 102 202 3 8 1 1 0
100 200 0 102 202 3 8 1 1 1
100 200 0 102 202 3 8 1 2 0
100 200 0 102 202 3 8 1 2 1
100 200 0 102 202 3 8 3 0 0
100 200 0 102 202 3 8 3 0 1
100 200 0 102 202 3 8 3 1 0
100 200 0 102 202 3 8 3 1 1
100 200 0 102 202 3 8 3 2 0
100 200 0 102 202 3 8 3 2 1
100 200 0 102 202 3 15 0 0 0
100 200 0 102 202 3 15 0 0 1
100 200 0 102 202 3 15 0 1 0
100 200 0 102 202 3 15 0 1 1
100 200 0 102 202 3 15 0 2 0
100 200 0 102 202 3 15 0 2 1
100 200 0 102 202 3 15 1 0 0
100 200 0 102 202 3 15 1 0 1
100 200 0 102 202 3 15 1 1 0
100 200 0 102 202 3 15 1 1 1
100 200 0 102 202 3 15 1 2 0
100 200 0 102 202 3 15 1 2 1
100 200 0 102 202 3 15 3 0 0
100 200 0 102 202 3 15 3 0 1
100 200 0 102 202 3 15 3 1 0
100 200 0 102 202 3 15 3 1 1
100 200 0 102 202 3 15 3 2 0
100 200 0 102 202 3 15 3 2 1
100 200 0 102 202 1 1 4 0 0
100 200 0 102 202 1 1 4 0 1
100 200 0 102 202 1 1 4 4 0
100 200 0 102 202 1 1 4 4 1
100 200 0 102 202 1 0 4 0 0
100 200 0 102 202 1 0 4 0 1
100 200 0 102 202 1 0 4 4 0
100 200 0 102 202 1 0 4 4 1
100 200 0 102 202 1 1 0 0 0
100 200 0 102 202 1 1 0 0 1
100 200 0 102 202 1 1 0 4 0
100 200 0 102 202 1 1 0 4 1
100 200 0 102 202 1 1 1 0 0
100 200 0 102 202 1 1 1 0 1
100 200 0 102 202 1 1 1 4 0
100 200 0 102 202 1 1 1 4 1
100 200 0 102 202 1 1 5 0 0
100 200 0 102 202 1 1 5 0 1
100 200 0 102 202 1 1 5 4 0
100 200 0 102 202 1 1 5 4 1
100 200 0 102 202 1 1 6 0 0
100 200 0 102 202 1 1 6 0 1
100 200 0 102 202 1 1 6 4 0
100 200 0 102 202 1 1 6 4 1
100 200 0 102 202 1 5 4 0 0
100 200 0 102 202 1 5 4 0 1
100 200 0 102 202 1 5 4 4 0
100 200 0 102 202 1 5 4 4 1
100 200 0 102 202 1 5 0 0 0
100 200 0 102 202 1 5 0 0 1
100 200 0 102 202 1 5 0 4 0
100 200 0 102 202 1 5 0 4 1
100 200 0 102 202 2 1 5 0 0
100 200 0 102 202 2 1 5 0 1
100 200 0 102 202 2 1 5 4 0
100 200 0 102 202 2 1 5 4 1
100 200 0 102 202 2 1 2 0 0
100 200 0 102 202 2 1 2 0 1
100 200 0 102 202 2 1 2 4 0
100 200 0 102 202 2 1 2 4 1
100 200 0 102 202 2 5 0 0 0
100 200 0 102 202 2 5 0 0 1
100 200 0 102 202 2 5 0 4 0
100 200 0 102 202 2 5 0 4 1
100 200 0 102 202 2 5 2 0 0
100 200 0 102 202 2 5 2 0 1
100 200 0 102 202 2 5 2 4 0
100 200 0 102 202 2 5 2 4 1
100 200 0 102 202 2 4 0 0 0
100 200 0 102 202 2 4 0 0 1
100 200 0 102 202 2 4 0 4 0
100 200 0 102 202 2 4 0 4 1
100 200 0 102 202 2 1 4 0 0
100 200 0 102 202 2 1 4 0 1
100 200 0 102 202 2 1 4 4 0
100 200 0 102 202 2 1 4 4 1
100 200 0 102 202 2 0 5 0 0
100 200 0 102 202 2 0 5 0 1
100 200 0 102 202 2 0 5 4 0
100 200 0 102 202 2 0 5 4 1
100 200 0 102 202 3 0 6 0 0
100 200 0 102 202 3 0 6 0 1
100 200 0 102 202 3 0 6 4 0
100 200 0 102 202 3 0 6 4 1
100 200 0 102 202 3 0 0 0 0
100 200 0 102 202 3 0 0 0 1
100 200 0 102 202 3 0 0 4 0
